custom_id,input_token_estimate
two_stage_trust_punishment_y2hgu__e3a_a_685,1155
two_stage_trust_punishment_y2hgu__e3a_a_700,1163
two_stage_trust_punishment_y2hgu__e3a_a_76,1174
two_stage_trust_punishment_y2hgu__e3a_a_769,1231
two_stage_trust_punishment_y2hgu__e3a_a_778,1232
two_stage_trust_punishment_y2hgu__e3a_a_836,1197
two_stage_trust_punishment_y2hgu__e3a_a_860,1158
two_stage_trust_punishment_y2hgu__e3a_a_862,1178
two_stage_trust_punishment_y2hgu__e3a_a_865,1213
two_stage_trust_punishment_y2hgu__e3a_a_928,1144
two_stage_trust_punishment_y2hgu__e3a_a_958,1164
two_stage_trust_punishment_y2hgu__e3a_a_99,1136
two_stage_trust_punishment_y2hgu__e3a_a_990,1220
two_stage_trust_punishment_y2hgu__e3a_a_996,1218
two_stage_trust_punishment_y2hgu__e3b_b_1027,1106
two_stage_trust_punishment_y2hgu__e3b_b_1087,1145
two_stage_trust_punishment_y2hgu__e3b_b_1114,1048
two_stage_trust_punishment_y2hgu__e3b_b_1139,1127
two_stage_trust_punishment_y2hgu__e3b_b_1144,1120
two_stage_trust_punishment_y2hgu__e3b_b_1158,1064
two_stage_trust_punishment_y2hgu__e3b_b_1189,1099
two_stage_trust_punishment_y2hgu__e3b_b_1233,1071
two_stage_trust_punishment_y2hgu__e3b_b_1283,1051
two_stage_trust_punishment_y2hgu__e3b_b_132,1125
two_stage_trust_punishment_y2hgu__e3b_b_140,1115
two_stage_trust_punishment_y2hgu__e3b_b_174,1067
two_stage_trust_punishment_y2hgu__e3b_b_194,1065
two_stage_trust_punishment_y2hgu__e3b_b_198,1055
two_stage_trust_punishment_y2hgu__e3b_b_27,1086
two_stage_trust_punishment_y2hgu__e3b_b_273,1113
two_stage_trust_punishment_y2hgu__e3b_b_276,1074
two_stage_trust_punishment_y2hgu__e3b_b_353,1071
two_stage_trust_punishment_y2hgu__e3b_b_365,1070
two_stage_trust_punishment_y2hgu__e3b_b_419,1095
two_stage_trust_punishment_y2hgu__e3b_b_425,1068
two_stage_trust_punishment_y2hgu__e3b_b_447,1069
two_stage_trust_punishment_y2hgu__e3b_b_483,1090
two_stage_trust_punishment_y2hgu__e3b_b_505,1069
two_stage_trust_punishment_y2hgu__e3b_b_523,1077
two_stage_trust_punishment_y2hgu__e3b_b_524,1066
two_stage_trust_punishment_y2hgu__e3b_b_539,1114
two_stage_trust_punishment_y2hgu__e3b_b_542,1068
two_stage_trust_punishment_y2hgu__e3b_b_549,1110
two_stage_trust_punishment_y2hgu__e3b_b_558,1110
two_stage_trust_punishment_y2hgu__e3b_b_57,1094
two_stage_trust_punishment_y2hgu__e3b_b_591,1117
two_stage_trust_punishment_y2hgu__e3b_b_623,1116
two_stage_trust_punishment_y2hgu__e3b_b_639,1116
two_stage_trust_punishment_y2hgu__e3b_b_669,1067
two_stage_trust_punishment_y2hgu__e3b_b_680,1095
two_stage_trust_punishment_y2hgu__e3b_b_691,1086
two_stage_trust_punishment_y2hgu__e3b_b_71,1117
two_stage_trust_punishment_y2hgu__e3b_b_764,1089
two_stage_trust_punishment_y2hgu__e3b_b_771,1130
two_stage_trust_punishment_y2hgu__e3b_b_783,1118
two_stage_trust_punishment_y2hgu__e3b_b_856,1055
two_stage_trust_punishment_y2hgu__e3b_b_877,1084
two_stage_trust_punishment_y2hgu__e3b_b_879,1098
two_stage_trust_punishment_y2hgu__e3b_b_88,1063
two_stage_trust_punishment_y2hgu__e3b_b_946,1100
two_stage_trust_punishment_y2hgu__e3b_b_97,1123
two_stage_trust_punishment_y2hgu__e3b_b_991,1111
two_stage_trust_punishment_y2hgu__e3b_b_993,1060
two_stage_trust_punishment_y2hgu__e3b_b_998,1118
two_stage_trust_punishment_y2hgu__e3b_b_1021,1151
two_stage_trust_punishment_y2hgu__e3b_b_1092,1128
two_stage_trust_punishment_y2hgu__e3b_b_1112,1102
two_stage_trust_punishment_y2hgu__e3b_b_1131,1133
two_stage_trust_punishment_y2hgu__e3b_b_1137,1095
two_stage_trust_punishment_y2hgu__e3b_b_1149,1127
two_stage_trust_punishment_y2hgu__e3b_b_1181,1122
two_stage_trust_punishment_y2hgu__e3b_b_1225,1129
two_stage_trust_punishment_y2hgu__e3b_b_1281,1116
two_stage_trust_punishment_y2hgu__e3b_b_1304,1174
two_stage_trust_punishment_y2hgu__e3b_b_134,1088
two_stage_trust_punishment_y2hgu__e3b_b_170,1075
two_stage_trust_punishment_y2hgu__e3b_b_190,1159
two_stage_trust_punishment_y2hgu__e3b_b_193,1154
two_stage_trust_punishment_y2hgu__e3b_b_266,1164
two_stage_trust_punishment_y2hgu__e3b_b_271,1131
two_stage_trust_punishment_y2hgu__e3b_b_272,1140
two_stage_trust_punishment_y2hgu__e3b_b_35,1092
two_stage_trust_punishment_y2hgu__e3b_b_36,1087
two_stage_trust_punishment_y2hgu__e3b_b_416,1160
two_stage_trust_punishment_y2hgu__e3b_b_420,1087
two_stage_trust_punishment_y2hgu__e3b_b_440,1092
two_stage_trust_punishment_y2hgu__e3b_b_480,1120
two_stage_trust_punishment_y2hgu__e3b_b_506,1163
two_stage_trust_punishment_y2hgu__e3b_b_525,1095
two_stage_trust_punishment_y2hgu__e3b_b_527,1126
two_stage_trust_punishment_y2hgu__e3b_b_538,1125
two_stage_trust_punishment_y2hgu__e3b_b_545,1084
two_stage_trust_punishment_y2hgu__e3b_b_552,1076
two_stage_trust_punishment_y2hgu__e3b_b_559,1096
two_stage_trust_punishment_y2hgu__e3b_b_571,1127
two_stage_trust_punishment_y2hgu__e3b_b_593,1151
two_stage_trust_punishment_y2hgu__e3b_b_630,1068
two_stage_trust_punishment_y2hgu__e3b_b_646,1105
two_stage_trust_punishment_y2hgu__e3b_b_674,1143
two_stage_trust_punishment_y2hgu__e3b_b_683,1117
two_stage_trust_punishment_y2hgu__e3b_b_697,1083
two_stage_trust_punishment_y2hgu__e3b_b_709,1114
two_stage_trust_punishment_y2hgu__e3b_b_772,1108
two_stage_trust_punishment_y2hgu__e3b_b_781,1143
two_stage_trust_punishment_y2hgu__e3b_b_79,1140
two_stage_trust_punishment_y2hgu__e3b_b_852,1073
two_stage_trust_punishment_y2hgu__e3b_b_870,1066
two_stage_trust_punishment_y2hgu__e3b_b_871,1105
two_stage_trust_punishment_y2hgu__e3b_b_872,1116
two_stage_trust_punishment_y2hgu__e3b_b_942,1150
two_stage_trust_punishment_y2hgu__e3b_b_966,1091
two_stage_trust_punishment_y2hgu__e3b_b_988,1119
two_stage_trust_punishment_y2hgu__e3b_b_989,1144
two_stage_trust_punishment_y2hgu__e3b_b_994,1082
two_stage_trust_punishment_y2hgu__e4_a_1059,1166
two_stage_trust_punishment_y2hgu__e4_a_1178,1188
two_stage_trust_punishment_y2hgu__e4_a_1238,1230
two_stage_trust_punishment_y2hgu__e4_a_1286,1187
two_stage_trust_punishment_y2hgu__e4_a_1299,1169
two_stage_trust_punishment_y2hgu__e4_a_1321,1234
two_stage_trust_punishment_y2hgu__e4_a_1386,1199
two_stage_trust_punishment_y2hgu__e4_a_1449,1171
two_stage_trust_punishment_y2hgu__e4_a_159,1188
two_stage_trust_punishment_y2hgu__e4_a_163,1209
two_stage_trust_punishment_y2hgu__e4_a_1654,1210
two_stage_trust_punishment_y2hgu__e4_a_1706,1214
two_stage_trust_punishment_y2hgu__e4_a_1759,1181
two_stage_trust_punishment_y2hgu__e4_a_1760,1188
two_stage_trust_punishment_y2hgu__e4_a_1910,1229
two_stage_trust_punishment_y2hgu__e4_a_1913,1175
two_stage_trust_punishment_y2hgu__e4_a_1916,1233
two_stage_trust_punishment_y2hgu__e4_a_2021,1235
two_stage_trust_punishment_y2hgu__e4_a_2052,1225
two_stage_trust_punishment_y2hgu__e4_a_2169,1188
two_stage_trust_punishment_y2hgu__e4_a_218,1231
two_stage_trust_punishment_y2hgu__e4_a_2234,1205
two_stage_trust_punishment_y2hgu__e4_a_2319,1198
two_stage_trust_punishment_y2hgu__e4_a_2366,1225
two_stage_trust_punishment_y2hgu__e4_a_240,1216
two_stage_trust_punishment_y2hgu__e4_a_2400,1184
two_stage_trust_punishment_y2hgu__e4_a_242,1209
two_stage_trust_punishment_y2hgu__e4_a_2434,1214
two_stage_trust_punishment_y2hgu__e4_a_2442,1175
two_stage_trust_punishment_y2hgu__e4_a_2447,1233
two_stage_trust_punishment_y2hgu__e4_a_2464,1214
two_stage_trust_punishment_y2hgu__e4_a_2506,1226
two_stage_trust_punishment_y2hgu__e4_a_2597,1176
two_stage_trust_punishment_y2hgu__e4_a_276,1225
two_stage_trust_punishment_y2hgu__e4_a_364,1230
two_stage_trust_punishment_y2hgu__e4_a_397,1188
two_stage_trust_punishment_y2hgu__e4_a_426,1188
two_stage_trust_punishment_y2hgu__e4_a_465,1183
two_stage_trust_punishment_y2hgu__e4_a_580,1233
two_stage_trust_punishment_y2hgu__e4_a_59,1174
two_stage_trust_punishment_y2hgu__e4_a_603,1183
two_stage_trust_punishment_y2hgu__e4_a_747,1258
two_stage_trust_punishment_y2hgu__e4_a_779,1244
two_stage_trust_punishment_y2hgu__e4_a_789,1180
two_stage_trust_punishment_y2hgu__e4_a_793,1171
two_stage_trust_punishment_y2hgu__e4_a_90,1169
two_stage_trust_punishment_y2hgu__e4_a_930,1230
two_stage_trust_punishment_y2hgu__e4_a_95,1191
two_stage_trust_punishment_y2hgu__e4_a_983,1211
two_stage_trust_punishment_y2hgu__e4_a_988,1171
two_stage_trust_punishment_y2hgu__e4_a_1033,1221
two_stage_trust_punishment_y2hgu__e4_a_114,1230
two_stage_trust_punishment_y2hgu__e4_a_1196,1203
two_stage_trust_punishment_y2hgu__e4_a_1236,1228
two_stage_trust_punishment_y2hgu__e4_a_1254,1213
two_stage_trust_punishment_y2hgu__e4_a_1274,1175
two_stage_trust_punishment_y2hgu__e4_a_1346,1166
two_stage_trust_punishment_y2hgu__e4_a_1427,1168
two_stage_trust_punishment_y2hgu__e4_a_1538,1214
two_stage_trust_punishment_y2hgu__e4_a_1578,1234
two_stage_trust_punishment_y2hgu__e4_a_1586,1224
two_stage_trust_punishment_y2hgu__e4_a_1679,1234
two_stage_trust_punishment_y2hgu__e4_a_1709,1229
two_stage_trust_punishment_y2hgu__e4_a_1712,1219
two_stage_trust_punishment_y2hgu__e4_a_188,1183
two_stage_trust_punishment_y2hgu__e4_a_1883,1198
two_stage_trust_punishment_y2hgu__e4_a_1890,1222
two_stage_trust_punishment_y2hgu__e4_a_1961,1232
two_stage_trust_punishment_y2hgu__e4_a_1993,1168
two_stage_trust_punishment_y2hgu__e4_a_203,1232
two_stage_trust_punishment_y2hgu__e4_a_2031,1181
two_stage_trust_punishment_y2hgu__e4_a_2067,1221
two_stage_trust_punishment_y2hgu__e4_a_2073,1185
two_stage_trust_punishment_y2hgu__e4_a_2078,1191
two_stage_trust_punishment_y2hgu__e4_a_2152,1221
two_stage_trust_punishment_y2hgu__e4_a_2174,1187
two_stage_trust_punishment_y2hgu__e4_a_2185,1189
two_stage_trust_punishment_y2hgu__e4_a_2305,1156
two_stage_trust_punishment_y2hgu__e4_a_2351,1179
two_stage_trust_punishment_y2hgu__e4_a_2384,1209
two_stage_trust_punishment_y2hgu__e4_a_2412,1230
two_stage_trust_punishment_y2hgu__e4_a_2432,1195
two_stage_trust_punishment_y2hgu__e4_a_2456,1192
two_stage_trust_punishment_y2hgu__e4_a_2563,1196
two_stage_trust_punishment_y2hgu__e4_a_286,1215
two_stage_trust_punishment_y2hgu__e4_a_299,1211
two_stage_trust_punishment_y2hgu__e4_a_386,1215
two_stage_trust_punishment_y2hgu__e4_a_407,1236
two_stage_trust_punishment_y2hgu__e4_a_435,1222
two_stage_trust_punishment_y2hgu__e4_a_495,1182
two_stage_trust_punishment_y2hgu__e4_a_54,1195
two_stage_trust_punishment_y2hgu__e4_a_557,1185
two_stage_trust_punishment_y2hgu__e4_a_568,1177
two_stage_trust_punishment_y2hgu__e4_a_744,1181
two_stage_trust_punishment_y2hgu__e4_a_75,1177
two_stage_trust_punishment_y2hgu__e4_a_750,1206
two_stage_trust_punishment_y2hgu__e4_a_88,1166
two_stage_trust_punishment_y2hgu__e4_a_903,1178
two_stage_trust_punishment_y2hgu__e4_a_963,1184
two_stage_trust_punishment_y2hgu__e4_a_974,1175
two_stage_trust_punishment_y2hgu__e4_b_1054,1076
two_stage_trust_punishment_y2hgu__e4_b_1204,1153
two_stage_trust_punishment_y2hgu__e4_b_1247,1086
two_stage_trust_punishment_y2hgu__e4_b_129,1141
two_stage_trust_punishment_y2hgu__e4_b_1305,1118
two_stage_trust_punishment_y2hgu__e4_b_133,1127
two_stage_trust_punishment_y2hgu__e4_b_141,1079
two_stage_trust_punishment_y2hgu__e4_b_1494,1146
two_stage_trust_punishment_y2hgu__e4_b_1562,1132
two_stage_trust_punishment_y2hgu__e4_b_1615,1133
two_stage_trust_punishment_y2hgu__e4_b_1634,1099
two_stage_trust_punishment_y2hgu__e4_b_1704,1103
two_stage_trust_punishment_y2hgu__e4_b_1756,1159
two_stage_trust_punishment_y2hgu__e4_b_1766,1070
two_stage_trust_punishment_y2hgu__e4_b_1899,1098
two_stage_trust_punishment_y2hgu__e4_b_190,1119
two_stage_trust_punishment_y2hgu__e4_b_1901,1137
two_stage_trust_punishment_y2hgu__e4_b_2075,1159
two_stage_trust_punishment_y2hgu__e4_b_211,1086
two_stage_trust_punishment_y2hgu__e4_b_2233,1073
two_stage_trust_punishment_y2hgu__e4_b_2247,1078
two_stage_trust_punishment_y2hgu__e4_b_2295,1094
two_stage_trust_punishment_y2hgu__e4_b_2409,1132
two_stage_trust_punishment_y2hgu__e4_b_2450,1147
two_stage_trust_punishment_y2hgu__e4_b_2488,1083
two_stage_trust_punishment_y2hgu__e4_b_2490,1100
two_stage_trust_punishment_y2hgu__e4_b_2515,1159
two_stage_trust_punishment_y2hgu__e4_b_2537,1098
two_stage_trust_punishment_y2hgu__e4_b_2551,1094
two_stage_trust_punishment_y2hgu__e4_b_2561,1091
two_stage_trust_punishment_y2hgu__e4_b_258,1169
two_stage_trust_punishment_y2hgu__e4_b_28,1071
two_stage_trust_punishment_y2hgu__e4_b_332,1109
two_stage_trust_punishment_y2hgu__e4_b_354,1097
two_stage_trust_punishment_y2hgu__e4_b_388,1112
two_stage_trust_punishment_y2hgu__e4_b_401,1144
two_stage_trust_punishment_y2hgu__e4_b_423,1114
two_stage_trust_punishment_y2hgu__e4_b_459,1143
two_stage_trust_punishment_y2hgu__e4_b_554,1148
two_stage_trust_punishment_y2hgu__e4_b_585,1095
two_stage_trust_punishment_y2hgu__e4_b_609,1094
two_stage_trust_punishment_y2hgu__e4_b_729,1089
two_stage_trust_punishment_y2hgu__e4_b_757,1091
two_stage_trust_punishment_y2hgu__e4_b_762,1136
two_stage_trust_punishment_y2hgu__e4_b_769,1079
two_stage_trust_punishment_y2hgu__e4_b_901,1115
two_stage_trust_punishment_y2hgu__e4_b_935,1083
two_stage_trust_punishment_y2hgu__e4_b_977,1150
two_stage_trust_punishment_y2hgu__e4_b_979,1096
two_stage_trust_punishment_y2hgu__e4_b_993,1086
two_stage_trust_punishment_y2hgu__e4_b_1053,1114
two_stage_trust_punishment_y2hgu__e4_b_1186,1159
two_stage_trust_punishment_y2hgu__e4_b_124,1154
two_stage_trust_punishment_y2hgu__e4_b_1283,1129
two_stage_trust_punishment_y2hgu__e4_b_1287,1093
two_stage_trust_punishment_y2hgu__e4_b_1304,1152
two_stage_trust_punishment_y2hgu__e4_b_1359,1167
two_stage_trust_punishment_y2hgu__e4_b_1469,1191
two_stage_trust_punishment_y2hgu__e4_b_1581,1103
two_stage_trust_punishment_y2hgu__e4_b_1627,1128
two_stage_trust_punishment_y2hgu__e4_b_1636,1120
two_stage_trust_punishment_y2hgu__e4_b_1711,1116
two_stage_trust_punishment_y2hgu__e4_b_1728,1105
two_stage_trust_punishment_y2hgu__e4_b_1729,1162
two_stage_trust_punishment_y2hgu__e4_b_1876,1114
two_stage_trust_punishment_y2hgu__e4_b_1879,1117
two_stage_trust_punishment_y2hgu__e4_b_1881,1133
two_stage_trust_punishment_y2hgu__e4_b_2074,1122
two_stage_trust_punishment_y2hgu__e4_b_2092,1183
two_stage_trust_punishment_y2hgu__e4_b_2175,1170
two_stage_trust_punishment_y2hgu__e4_b_2182,1112
two_stage_trust_punishment_y2hgu__e4_b_2217,1178
two_stage_trust_punishment_y2hgu__e4_b_2283,1170
two_stage_trust_punishment_y2hgu__e4_b_2329,1135
two_stage_trust_punishment_y2hgu__e4_b_2350,1116
two_stage_trust_punishment_y2hgu__e4_b_2353,1113
two_stage_trust_punishment_y2hgu__e4_b_2375,1100
two_stage_trust_punishment_y2hgu__e4_b_2385,1144
two_stage_trust_punishment_y2hgu__e4_b_2392,1143
two_stage_trust_punishment_y2hgu__e4_b_2406,1118
two_stage_trust_punishment_y2hgu__e4_b_2427,1117
two_stage_trust_punishment_y2hgu__e4_b_2475,1113
two_stage_trust_punishment_y2hgu__e4_b_2528,1116
two_stage_trust_punishment_y2hgu__e4_b_2539,1116
two_stage_trust_punishment_y2hgu__e4_b_2604,1123
two_stage_trust_punishment_y2hgu__e4_b_2613,1151
two_stage_trust_punishment_y2hgu__e4_b_270,1145
two_stage_trust_punishment_y2hgu__e4_b_291,1117
two_stage_trust_punishment_y2hgu__e4_b_424,1163
two_stage_trust_punishment_y2hgu__e4_b_447,1144
two_stage_trust_punishment_y2hgu__e4_b_508,1124
two_stage_trust_punishment_y2hgu__e4_b_646,1192
two_stage_trust_punishment_y2hgu__e4_b_682,1126
two_stage_trust_punishment_y2hgu__e4_b_685,1111
two_stage_trust_punishment_y2hgu__e4_b_686,1161
two_stage_trust_punishment_y2hgu__e4_b_876,1119
two_stage_trust_punishment_y2hgu__e4_b_918,1177
two_stage_trust_punishment_y2hgu__e4_b_980,1132
two_stage_trust_punishment_y2hgu__e4_b_984,1129
two_stage_trust_punishment_y2hgu__e4_b_994,1107
two_stage_trust_punishment_y2hgu__e5_a_1057,1168
two_stage_trust_punishment_y2hgu__e5_a_1187,1214
two_stage_trust_punishment_y2hgu__e5_a_1243,1171
two_stage_trust_punishment_y2hgu__e5_a_1281,1205
two_stage_trust_punishment_y2hgu__e5_a_129,1231
two_stage_trust_punishment_y2hgu__e5_a_1316,1212
two_stage_trust_punishment_y2hgu__e5_a_1370,1197
two_stage_trust_punishment_y2hgu__e5_a_1460,1179
two_stage_trust_punishment_y2hgu__e5_a_156,1222
two_stage_trust_punishment_y2hgu__e5_a_1597,1222
two_stage_trust_punishment_y2hgu__e5_a_1608,1171
two_stage_trust_punishment_y2hgu__e5_a_1695,1181
two_stage_trust_punishment_y2hgu__e5_a_173,1161
two_stage_trust_punishment_y2hgu__e5_a_1730,1187
two_stage_trust_punishment_y2hgu__e5_a_1887,1180
two_stage_trust_punishment_y2hgu__e5_a_1891,1232
two_stage_trust_punishment_y2hgu__e5_a_1895,1179
two_stage_trust_punishment_y2hgu__e5_a_2046,1180
two_stage_trust_punishment_y2hgu__e5_a_2068,1196
two_stage_trust_punishment_y2hgu__e5_a_2173,1165
two_stage_trust_punishment_y2hgu__e5_a_2192,1232
two_stage_trust_punishment_y2hgu__e5_a_2231,1163
two_stage_trust_punishment_y2hgu__e5_a_2307,1195
two_stage_trust_punishment_y2hgu__e5_a_2360,1165
two_stage_trust_punishment_y2hgu__e5_a_2393,1217
two_stage_trust_punishment_y2hgu__e5_a_2398,1228
two_stage_trust_punishment_y2hgu__e5_a_2425,1252
two_stage_trust_punishment_y2hgu__e5_a_2438,1245
two_stage_trust_punishment_y2hgu__e5_a_2455,1255
two_stage_trust_punishment_y2hgu__e5_a_2473,1182
two_stage_trust_punishment_y2hgu__e5_a_2498,1166
two_stage_trust_punishment_y2hgu__e5_a_255,1208
two_stage_trust_punishment_y2hgu__e5_a_2611,1203
two_stage_trust_punishment_y2hgu__e5_a_29,1221
two_stage_trust_punishment_y2hgu__e5_a_338,1229
two_stage_trust_punishment_y2hgu__e5_a_360,1176
two_stage_trust_punishment_y2hgu__e5_a_390,1224
two_stage_trust_punishment_y2hgu__e5_a_423,1186
two_stage_trust_punishment_y2hgu__e5_a_541,1230
two_stage_trust_punishment_y2hgu__e5_a_547,1211
two_stage_trust_punishment_y2hgu__e5_a_572,1192
two_stage_trust_punishment_y2hgu__e5_a_740,1235
two_stage_trust_punishment_y2hgu__e5_a_784,1175
two_stage_trust_punishment_y2hgu__e5_a_787,1188
two_stage_trust_punishment_y2hgu__e5_a_792,1159
two_stage_trust_punishment_y2hgu__e5_a_908,1172
two_stage_trust_punishment_y2hgu__e5_a_959,1206
two_stage_trust_punishment_y2hgu__e5_a_980,1171
two_stage_trust_punishment_y2hgu__e5_a_987,1256
two_stage_trust_punishment_y2hgu__e5_a_992,1221
two_stage_trust_punishment_y2hgu__e5_a_1038,1183
two_stage_trust_punishment_y2hgu__e5_a_1186,1184
two_stage_trust_punishment_y2hgu__e5_a_1217,1199
two_stage_trust_punishment_y2hgu__e5_a_1244,1229
two_stage_trust_punishment_y2hgu__e5_a_1249,1177
two_stage_trust_punishment_y2hgu__e5_a_1263,1221
two_stage_trust_punishment_y2hgu__e5_a_1325,1228
two_stage_trust_punishment_y2hgu__e5_a_1414,1155
two_stage_trust_punishment_y2hgu__e5_a_1507,1233
two_stage_trust_punishment_y2hgu__e5_a_1560,1163
two_stage_trust_punishment_y2hgu__e5_a_158,1207
two_stage_trust_punishment_y2hgu__e5_a_1666,1172
two_stage_trust_punishment_y2hgu__e5_a_1709,1225
two_stage_trust_punishment_y2hgu__e5_a_1716,1161
two_stage_trust_punishment_y2hgu__e5_a_1864,1168
two_stage_trust_punishment_y2hgu__e5_a_1873,1229
two_stage_trust_punishment_y2hgu__e5_a_1875,1166
two_stage_trust_punishment_y2hgu__e5_a_2026,1193
two_stage_trust_punishment_y2hgu__e5_a_2048,1212
two_stage_trust_punishment_y2hgu__e5_a_2169,1216
two_stage_trust_punishment_y2hgu__e5_a_2181,1190
two_stage_trust_punishment_y2hgu__e5_a_2217,1213
two_stage_trust_punishment_y2hgu__e5_a_2300,1208
two_stage_trust_punishment_y2hgu__e5_a_2347,1230
two_stage_trust_punishment_y2hgu__e5_a_2385,1225
two_stage_trust_punishment_y2hgu__e5_a_2391,1192
two_stage_trust_punishment_y2hgu__e5_a_2414,1181
two_stage_trust_punishment_y2hgu__e5_a_2424,1217
two_stage_trust_punishment_y2hgu__e5_a_2436,1214
two_stage_trust_punishment_y2hgu__e5_a_2448,1247
two_stage_trust_punishment_y2hgu__e5_a_2477,1184
two_stage_trust_punishment_y2hgu__e5_a_2518,1160
two_stage_trust_punishment_y2hgu__e5_a_2592,1200
two_stage_trust_punishment_y2hgu__e5_a_2602,1212
two_stage_trust_punishment_y2hgu__e5_a_305,1211
two_stage_trust_punishment_y2hgu__e5_a_323,1166
two_stage_trust_punishment_y2hgu__e5_a_347,1234
two_stage_trust_punishment_y2hgu__e5_a_379,1174
two_stage_trust_punishment_y2hgu__e5_a_501,1184
two_stage_trust_punishment_y2hgu__e5_a_531,1178
two_stage_trust_punishment_y2hgu__e5_a_560,1186
two_stage_trust_punishment_y2hgu__e5_a_693,1210
two_stage_trust_punishment_y2hgu__e5_a_738,1231
two_stage_trust_punishment_y2hgu__e5_a_739,1187
two_stage_trust_punishment_y2hgu__e5_a_746,1169
two_stage_trust_punishment_y2hgu__e5_a_888,1178
two_stage_trust_punishment_y2hgu__e5_a_931,1187
two_stage_trust_punishment_y2hgu__e5_a_964,1194
two_stage_trust_punishment_y2hgu__e5_a_966,1191
two_stage_trust_punishment_y2hgu__e5_a_99,1167
two_stage_trust_punishment_y2hgu__e5_b_1045,1129
two_stage_trust_punishment_y2hgu__e5_b_1167,1107
two_stage_trust_punishment_y2hgu__e5_b_1207,1144
two_stage_trust_punishment_y2hgu__e5_b_1256,1088
two_stage_trust_punishment_y2hgu__e5_b_1271,1081
two_stage_trust_punishment_y2hgu__e5_b_1288,1090
two_stage_trust_punishment_y2hgu__e5_b_133,1096
two_stage_trust_punishment_y2hgu__e5_b_1445,1092
two_stage_trust_punishment_y2hgu__e5_b_1553,1124
two_stage_trust_punishment_y2hgu__e5_b_1588,1108
two_stage_trust_punishment_y2hgu__e5_b_1617,1114
two_stage_trust_punishment_y2hgu__e5_b_167,1107
two_stage_trust_punishment_y2hgu__e5_b_1705,1126
two_stage_trust_punishment_y2hgu__e5_b_1710,1089
two_stage_trust_punishment_y2hgu__e5_b_1853,1163
two_stage_trust_punishment_y2hgu__e5_b_1860,1087
two_stage_trust_punishment_y2hgu__e5_b_1865,1113
two_stage_trust_punishment_y2hgu__e5_b_2016,1084
two_stage_trust_punishment_y2hgu__e5_b_2036,1071
two_stage_trust_punishment_y2hgu__e5_b_2144,1091
two_stage_trust_punishment_y2hgu__e5_b_2155,1087
two_stage_trust_punishment_y2hgu__e5_b_2195,1085
two_stage_trust_punishment_y2hgu__e5_b_2276,1150
two_stage_trust_punishment_y2hgu__e5_b_2319,1112
two_stage_trust_punishment_y2hgu__e5_b_2345,1130
two_stage_trust_punishment_y2hgu__e5_b_2348,1159
two_stage_trust_punishment_y2hgu__e5_b_2376,1084
two_stage_trust_punishment_y2hgu__e5_b_2381,1093
two_stage_trust_punishment_y2hgu__e5_b_2399,1100
two_stage_trust_punishment_y2hgu__e5_b_2409,1167
two_stage_trust_punishment_y2hgu__e5_b_2435,1119
two_stage_trust_punishment_y2hgu__e5_b_2474,1144
two_stage_trust_punishment_y2hgu__e5_b_2536,1151
two_stage_trust_punishment_y2hgu__e5_b_2563,1108
two_stage_trust_punishment_y2hgu__e5_b_3,1108
two_stage_trust_punishment_y2hgu__e5_b_313,1117
two_stage_trust_punishment_y2hgu__e5_b_362,1105
two_stage_trust_punishment_y2hgu__e5_b_398,1139
two_stage_trust_punishment_y2hgu__e5_b_519,1093
two_stage_trust_punishment_y2hgu__e5_b_53,1143
two_stage_trust_punishment_y2hgu__e5_b_564,1113
two_stage_trust_punishment_y2hgu__e5_b_682,1125
two_stage_trust_punishment_y2hgu__e5_b_715,1114
two_stage_trust_punishment_y2hgu__e5_b_724,1136
two_stage_trust_punishment_y2hgu__e5_b_725,1166
two_stage_trust_punishment_y2hgu__e5_b_883,1093
two_stage_trust_punishment_y2hgu__e5_b_920,1086
two_stage_trust_punishment_y2hgu__e5_b_983,1091
two_stage_trust_punishment_y2hgu__e5_b_984,1132
two_stage_trust_punishment_y2hgu__e5_b_995,1128
two_stage_trust_punishment_y2hgu__e5_b_1064,1148
two_stage_trust_punishment_y2hgu__e5_b_1195,1149
two_stage_trust_punishment_y2hgu__e5_b_1287,1113
two_stage_trust_punishment_y2hgu__e5_b_1339,1133
two_stage_trust_punishment_y2hgu__e5_b_1346,1094
two_stage_trust_punishment_y2hgu__e5_b_1373,1110
two_stage_trust_punishment_y2hgu__e5_b_144,1161
two_stage_trust_punishment_y2hgu__e5_b_1520,1167
two_stage_trust_punishment_y2hgu__e5_b_1643,1107
two_stage_trust_punishment_y2hgu__e5_b_1679,1166
two_stage_trust_punishment_y2hgu__e5_b_170,1157
two_stage_trust_punishment_y2hgu__e5_b_1768,1130
two_stage_trust_punishment_y2hgu__e5_b_1803,1132
two_stage_trust_punishment_y2hgu__e5_b_1805,1136
two_stage_trust_punishment_y2hgu__e5_b_1957,1184
two_stage_trust_punishment_y2hgu__e5_b_1967,1115
two_stage_trust_punishment_y2hgu__e5_b_1969,1182
two_stage_trust_punishment_y2hgu__e5_b_2122,1116
two_stage_trust_punishment_y2hgu__e5_b_2146,1101
two_stage_trust_punishment_y2hgu__e5_b_226,1179
two_stage_trust_punishment_y2hgu__e5_b_2272,1115
two_stage_trust_punishment_y2hgu__e5_b_2309,1157
