text,umap_x,umap_y,cluster_id,cluster_title,cluster_intro,cluster_size
"The player never uses the punishment mechanism, despite repeated opportunities and clear examples of others using it heavily. They refrain from punishing both clear low contributors and disruptive or extreme punishers, even when such actions could be justified by norm enforcement or self-protection. This consistent nonuse suggests either a principled aversion to costly punishment, a belief that punishment is socially harmful or inefficient, or an expectation that others will handle norm enforcement. They also do not engage in counter-punishment or defensive punishment. Their behavior fits a “cooperative pacifist” profile: they support the public good through contribution but avoid sanctioning others, even when it might improve future cooperation or deter deviations.",-1.2526276,1.0331603,2,Punishment / Non / Punishing,"This cluster groups personas with related strategy patterns around punishment, non, punishing, use, low.",115
"This player almost never uses punishment and is highly restrained compared to many peers. When they do punish, they target clear low contributors rather than high contributors, suggesting a norm-enforcing rather than antisocial or spiteful motive. Their rare use of punishment is low intensity relative to what others are willing to spend, and they do not escalate over time into large, repeated punishment campaigns. They are willing to incur some cost to sanction behavior that strongly violates the high-contribution norm, but they do not systematically police all under-contributors, nor do they attempt to micro-adjust others’ contributions. Instead, they appear to deliver occasional, modest signals rather than attempting to fully deter free-riding. They show no pattern of punishing high contributors, no obvious retaliation against those who punish them, and no blanket punishment of entire subgroups. This suggests that they conceptualize punishment primarily as a limited corrective tool, not as a main strategic lever. They never join the very aggressive coalitions that repeatedly drive certain low contributors far into negative payoffs. Their avoidance of such extreme punishment, even against persistent low contributors who also harm their own payoffs, indicates aversion to excessive harm and a preference for efficiency over vindictive enforcement. It is plausible (though not certain) that they view over-punishment as wasteful or norm-violating in itself. Combining these elements, they are a “reluctant norm enforcer”: willing to punish clear free-riding occasionally, but generally preferring to cooperate, conserve resources, and let others bear the main enforcement costs.",0.44685283,-0.051907327,9,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, low, use.",114
"This player is a consistent but restrained punisher. They use punishment in many rounds but at low intensity per incident, never engaging in the extreme, high-cost punishment observed from some others. Their targets are almost always clear free‑riders or very low contributors relative to the group norm, and they avoid sanctioning high or full contributors. This indicates a norm-enforcing rather than spiteful or competitive motive. They do not appear to retaliate against those who spend heavily on punishment in general unless those players also deviate strongly from contribution norms, suggesting selectivity based mainly on contribution behavior instead of on punishment politics. Their punishment is likely intended as a mild deterrent or signal rather than as an attempt to cripple others’ payoffs. They are willing to trade off some of their own earnings to uphold cooperative standards but do not pursue maximal enforcement when others already heavily punish the same offenders, implying awareness of diminishing returns from additional sanctions.",0.9806506,0.37852612,13,Punishment / Punish / Contributors,"This cluster groups personas with related strategy patterns around punishment, punish, contributors, norm, low.",148
"This player is a light but nonzero punisher, spending only small amounts on punishment relative to many others. They never engage in extreme sanctioning. When they do punish, it appears targeted: their punishment is rare and low-intensity, not spread broadly. Because individual targets are not visible in the transcript, their exact trigger is unknown, but some patterns are plausible at moderate confidence: - They sometimes punish when there are conspicuous low contributors present, which is consistent with norm-enforcement motives against free-riding. - They never punish in the periods where everyone (or almost everyone) is contributing very highly, even when they themselves are the only low contributor. This suggests their punishment is not retaliatory against those who punish them, nor is it directed at high contributors out of spite. They also punish in contexts where multiple others are already spending heavily on sanctions, suggesting they may be willing to join collective norm enforcement rather than free-ride on others’ punishment. However, their own contributions to punishment remain modest, implying that deterrence is a secondary concern and that they prefer to conserve their own payoff rather than bear large enforcement costs. They never engage in clear counter-punishment of prolific punishers, nor do they appear to punish those who simply mirror the group. Overall, their punishment profile is: selective, low-intensity, likely directed at prominent low contributors, and not driven by revenge.",0.49824604,-0.22264,9,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, low, use.",114
"The player is clearly willing to pay to punish. They use punishment in many rounds, but with moderate intensity relative to extreme punishers in the group. Their targets consistently are those who contribute substantially less than the group norm, including very low or zero contributors. They do not use punishment against high or equal contributors, even when those players themselves engage in heavy, arguably antisocial punishment of others. This shows strong selectivity: punishment is directed toward contribution violations, not toward strategic rivals. Their punishment is consistent with a deterrence or norm-enforcement motive rather than spite. They apply punishments even when free riders are already receiving heavy sanctions from others, adding their own cost on top, suggesting they prioritize reinforcing the norm over saving their own payoff. They do not escalate to extremely large punishments; instead they tend to use small-to-moderate units, implying a preference to signal disapproval and contribute to deterrence rather than maximize others’ losses. They never retaliate against those who appear to punish widely or aggressively, even when such players may be increasing noise or unfairness in the environment. This asymmetry (punishing low contributors but not big punishers) suggests that the trigger is specifically low contribution behavior, not general aggression or payoff competition. There is no evidence of “antisocial punishment” from this player. Overall, they function as a principled, prosocial enforcer: willing to incur personal costs to uphold high-contribution norms, but not drawn into vendettas or status contests.",1.0562292,0.63940305,13,Punishment / Punish / Contributors,"This cluster groups personas with related strategy patterns around punishment, punish, contributors, norm, low.",148
"The player is a consistent, moderate user of costly punishment. They punish in nearly every round, spending a small but nontrivial proportion of their payoff to do so. Their punishment is selective and appears targeted primarily at conspicuous low contributors and/or extreme norm violators such as those contributing very little or zero while others contribute much more. They do not escalate into the extreme “all‑out” punishment patterns seen in some other players; instead, they apply limited, repeated sanctions. This suggests motives closer to norm enforcement and deterrence than to spite or venting. There is no evidence that they punish high contributors or those behaving cooperatively, so antisocial punishment is unlikely. Their willingness to repeatedly bear the cost of sanctioning while still fully contributing indicates that they value maintaining or enforcing cooperative norms more than they value maximizing their own round‑by‑round monetary outcome.",1.2368845,0.9413592,12,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, contributors, low.",127
"This player never uses the punishment option. Across many opportunities, including when clear and repeated free-riding is visible and when the technology of punishment is relatively effective, they refrain from sanctioning anyone. They also abstain when punishment is cheap relative to its impact and when targets are obvious (e.g., very low or zero contributors, or apparent antisocial punishers who burn large amounts of coins). This suggests either a strong reluctance to impose harm on others, a belief that the punishment environment is already “crowded” by other punishers, or a view that punishing is not their role or is inefficient. Their non-use is consistent and unconditional: it does not vary with contribution levels around them, with others’ punishment expenditures, or with their own payoff. There is no evidence of deterrence‑oriented punishment, norm‑enforcing punishment, or retaliatory punishment. As a type, they are a non‑punishing cooperator who prioritizes contributing over sanctioning and tolerates both free-riding and noisy/antisocial punishment by others.",-1.3414264,0.46892932,2,Punishment / Non / Punishing,"This cluster groups personas with related strategy patterns around punishment, non, punishing, use, low.",115
"This player is willing to use costly punishment selectively but not obsessively, and their pattern suggests targeted norm enforcement rather than blind retaliation or spite. They do not punish in every round and often choose to spend nothing on punishment even when they have been heavily punished themselves. When they do punish, they commit a nontrivial but bounded amount rather than extreme, all-out spending. Their punishment is unlikely to be triggered by simple revenge against those who punished them, because they frequently refrain from punishing after receiving very large deductions, and when they do punish, there is no clear escalation pattern. Instead, their use of punishment aligns more plausibly with attempts to shape others’ behavior or enforce some internal standard of acceptable play, although the exact content of that standard is unclear from the available data. They do not show clear evidence of using punishment strategically to increase their own long-run payoffs: they punish even when they are already being systematically targeted and running large negative net payoffs, which suggests that if there is a deterrence motive, it is mixed with expressive or norm-based motives. Overall, they are a moderate, situational punisher: willing to incur costs to sanction others, but not driven into a persistent vendetta style nor into continuous high-cost norm enforcement.",0.9878723,-0.6627145,14,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, low, contributors.",142
"This player never uses punishment despite having ample opportunity and obvious norm violators as potential targets. They also refrain from punishing those who punish excessively or seemingly irrationally. Their behavior fits a “principled non-punisher” or “pure cooperator” profile: they rely on contribution rather than sanctions to promote cooperation, and they accept the presence of both free-riders and hyper-punishers without intervening. This suggests either a belief that punishment is inefficient or counterproductive, or a preference to avoid direct interpersonal aggression even when it would be materially justified and socially endorsed. There is no evidence of retaliation, targeted deterrence, or even symbolic low-cost punishment. They appear willing to let others handle norm enforcement (many players are heavily punishing) and instead focus on maintaining their own cooperative stance.",-1.1645768,0.85449666,2,Punishment / Non / Punishing,"This cluster groups personas with related strategy patterns around punishment, non, punishing, use, low.",115
"The player never spends any coins on punishment, despite repeated, clear opportunities and strong social cues that punishment is common and sometimes extreme. They never join coordinated punishment waves against persistent low contributors, and they do not punish even when others’ behavior directly harms group efficiency or when they themselves are targeted heavily by punishment. This consistent abstention indicates a strong reluctance to incur private costs to discipline others. Their motive is unlikely to be deterrence-oriented altruistic punishment. It may be a mixture of cost-avoidance and a desire not to escalate conflict: they observe that others repeatedly throw away large sums on punishment, often to devastating effect, and they avoid that behavior entirely. They show no evidence of using punishment as retaliation, reputation building, or signaling fairness norms. They also show no inclination to use “pro-social punishment” selectively against obvious free riders; in fact, when they themselves free ride, they still do not punish anyone. This suggests that punishing is not part of their strategic repertoire; they prioritize keeping all their post-redistribution coins (aside from contributions) over shaping others’ future behavior. They are thus a consistent non-punisher, with low willingness to sacrifice payoff for norm enforcement or revenge.",-0.84116364,0.7399459,2,Punishment / Non / Punishing,"This cluster groups personas with related strategy patterns around punishment, non, punishing, use, low.",115
"This player uses punishment rarely and in small amounts, indicating they are a low-intensity, selective punisher. When they do spend on punishment, it coincides with the presence of conspicuous under-contributors who substantially lag the group’s cooperative level, not with high contributors. The aggregate pattern of deductions in the group suggests that these low contributors are already being heavily sanctioned by others; the focal player adds only modest additional punishment rather than leading or escalating these campaigns. They do not engage in antisocial punishment: there is no evidence they ever punish high or full contributors. Nor do they use punishment strategically to retaliate against those who punish them, even though punishers are identifiable. Their costs on punishment are low compared to many others who engage in large, repeated punishment sprees, implying they treat punishment primarily as a tool to support norms, not as an outlet for aggression or competition. The timing and size of their punishment choices point toward a deterrence or norm-enforcement motive: they appear willing to spend a bit to reinforce that very low contributions are unacceptable, but they are cost-conscious and avoid large or repeated expenditures that would substantially reduce their own payoff. They seem comfortable letting other, more punitive players do most of the punishing, intervening mainly to add a small signal when free riding is especially salient.",0.64255816,0.11287931,9,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, low, use.",114
"The player uses punishment sparingly, selectively, and in low intensity. Across the game they either abstain from punishment or spend only minimal amounts on it, with no signs of large-scale sanctioning campaigns or emotional outbursts. When they do punish, the timing and context align with targeting obvious free-riders: those who contribute substantially below the group’s cooperative level. This pattern is consistent with norm-enforcing, deterrence-oriented punishment rather than spiteful or competitive motives. They do not engage in “anti-social punishment” (i.e., punishing high contributors), nor do they appear to participate in the extreme, coordinated multi-player punishment directed at the most egregious free-rider; instead they remain at most a marginal participant, or possibly a bystander, in those large sanction episodes. Their own expenditure remains low, suggesting that while they approve of sanctioning free-riding in principle, they are cost-conscious and avoid over-investing in punishment. The player’s punishment strategy seems to balance three considerations: (1) supporting a cooperative norm by occasionally signaling that free-riding is unacceptable; (2) avoiding wasteful punishment that would significantly reduce their own payoff; and (3) not escalating conflicts. They appear unwilling to sacrifice large amounts purely to hurt defectors, which makes them a “light disciplinarian” type: they will punish when deviations from cooperation are clear and meaningful, but keep it minimal and instrumental. There is no behavioral evidence that they punish in response to being punished themselves (i.e., no clear retaliatory pattern), nor that they punish to compete with or sabotage high earners. Overall, their punishment is norm-enforcing, selective, and low-intensity.",0.4599732,0.21144187,9,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, low, use.",114
"They never spend on punishment, even though they repeatedly observe severe free‑riding, as well as extremely costly, often antisocial punishment by others. They refrain from sanctioning low contributors, extreme defectors, and aggressive punishers alike. This consistent non‑use of punishment holds even when punishment could, in principle, serve self‑interest by disciplining chronic defectors. Their stance appears closer to a “non‑interventionist cooperator”: they generate public goods but do not enforce norms. Motives could include a dislike of harming others, skepticism about the effectiveness or fairness of the observed punishment patterns, or a priority on preserving their own payoff, but the precise motive is unknown. They also do not join retaliatory cascades; they abstain even when others are clearly engaged in vendetta‑like spending.",-0.72713345,-0.57702047,5,Punishment / Non / Use,"This cluster groups personas with related strategy patterns around punishment, non, use, low, norm.",121
"They never spend on punishment in any round. This is true even when others contribute nothing, when others engage in heavy or possibly spiteful punishment, and when they themselves are targeted with deductions despite full cooperation. Their pattern is consistent with a “non-punishing cooperator” or “passive altruist” type: they are willing to be exploited and even punished without retaliating. They do not appear to use punishment for deterrence, reciprocity, or moralistic enforcement. This might reflect a desire to maximize own payoffs within a cooperative strategy by avoiding the costs of punishment, a dislike of harming others, or a belief that punishment is ineffective or not worth the conflict—exact motive is unknown. What is clear is that they entirely separate contribution decisions from punitive behavior and opt out of the sanctioning mechanism altogether.",-1.4813097,0.60454375,2,Punishment / Non / Punishing,"This cluster groups personas with related strategy patterns around punishment, non, punishing, use, low.",115
"The player never uses the punishment mechanism. They refrain from punishing even clear free-riders and even when others are engaging heavily in sanctions. They also do not retaliate when they themselves are repeatedly punished despite full cooperation. This suggests high tolerance for unfair treatment and a strong aversion to costly punishment, whether for deterrence or revenge. They behave as a non-punishing cooperator: they prefer to maximize their own and group payoffs by contributing, but they are unwilling to pay to discipline others, even when it might be justified by standard reciprocity norms.",-1.3005053,0.51339006,2,Punishment / Non / Punishing,"This cluster groups personas with related strategy patterns around punishment, non, punishing, use, low.",115
"The player never spends on punishment, even though they are repeatedly targeted by deductions themselves. They refrain from both second-party retaliation (against those who might have punished them) and third-party punishment (against clear free-riders who repeatedly contribute nothing). This pattern suggests a strong reluctance to use costly sanctions. It is unclear whether the underlying motive is efficiency (avoiding socially wasteful punishment), non-retaliation norms, risk aversion about misidentifying culprits, or indifference to norm enforcement. What is clear is that they separate their own contribution behavior from sanctioning: they are fully cooperative but entirely non-punitive. They do not appear to use punishment as a deterrent, bargaining tool, or emotional outlet. Their stance is consistent and not contingent on how often or how severely they are deducted.",-0.71123666,-0.730988,5,Punishment / Non / Use,"This cluster groups personas with related strategy patterns around punishment, non, use, low, norm.",121
"They use punishment sparingly but consistently across several rounds, spending a small and stable amount each time they choose to punish. This pattern suggests they are willing to pay to sanction behavior they see as undesirable, but they do not engage in extreme or vindictive punishment. Given the structure of others’ contributions, the most plausible target set is low contributors or defectors, implying a weak enforcement of cooperation norms. They nevertheless get punished themselves on multiple occasions, possibly as a perceived free-rider or as collateral in a broader punishment campaign. There is no clear evidence they respond to punishment by changing whom they target; their modest and repeated spending points more toward a principled but low-intensity willingness to enforce norms rather than tit-for-tat retaliation. Exact motives remain uncertain (low confidence).",0.77162504,-1.1152183,11,Punishment / Punish / Low,"This cluster groups personas with related strategy patterns around punishment, punish, low, norm, use.",104
"They are willing to use costly punishment, but only sparingly. When they do punish, it is targeted at clear low contributors rather than at cooperators, consistent with a norm-enforcement motive rather than spite or random aggression. They never engage in visible retaliation against those who might have punished them earlier, and they do not escalate punishment across later rounds even though they continue to be hit by deductions; this supports the view that they do not use punishment for revenge. Their limited and selective use of punishment suggests they weigh its cost and may see heavy punishment as wasteful, preferring to rely mostly on contribution choices and social norms to sustain cooperation.",0.67812276,-0.18115671,9,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, low, use.",114
"The player is a heavy and recurring user of costly punishment. Across the game, they repeatedly sacrifice substantial payoff to impose deductions on others. Their punishment behavior appears strongly linked to contribution behavior of others, rather than being random or vindictive toward high contributors: - They do not punish universal full cooperators when almost everyone cooperates. - They direct punishment toward clear low contributors or non-contributors. - As more players deviate from full cooperation, they markedly increase total punishment spending. - When non‑contribution is less widespread, they still punish, but at more moderate levels. They themselves are occasionally punished, but they never clearly change their punishment profile in ways that look like direct retaliation against specific punishing patterns; because punishers are anonymous, any precise retaliatory targeting would be speculative. The most consistent interpretation is that they are a “strong norm enforcer”: they incur real costs to sanction what they view as unfair or harmful behavior (under-contribution), even in later rounds when deterrence benefits are minimal. Their punishment is not very selective in fine-grained proportionality; instead, it shows a tendency to punish all or multiple apparent free‑riders in a given period, sometimes quite strongly. This suggests a relatively strict and uncompromising fairness norm, with low tolerance for exploitation and a willingness to trade off efficiency for justice as they perceive it.",1.2977713,0.043116525,13,Punishment / Punish / Contributors,"This cluster groups personas with related strategy patterns around punishment, punish, contributors, norm, low.",148
"They never use the punishment option, even when clear free‑riding and heavy punishment by others are visible, and even after they themselves are targeted. Their earlier statement that they are not going to bother with deductions indicates a prior intention to abstain from punishment, not just a lack of opportunity. This suggests they either dislike the idea of costly punishment, see it as inefficient, or want to avoid interpersonal negativity and possible retaliation. They do not engage in retaliatory punishment when harmed, and they do not participate in norm‑enforcing punishment against low contributors or aggressive punishers. Their stance is best characterized as non‑punitive and tolerant, with no observed attempt at deterrence.",-1.2257326,-0.80465305,1,Punishment / Non / Use,"This cluster groups personas with related strategy patterns around punishment, non, use, use punishment, low.",113
"This player never spends any coins on punishment in any observed opportunity. This is consistent over the entire game, across contexts where multiple clear low contributors exist and where punishment is actively used by many others. They do not appear to engage in either norm-enforcement or retaliatory punishment, even though they themselves are repeatedly punished despite contributing fully in multiple instances. Their consistent inaction implies either that they view punishment as not worth the cost, or that they have a general preference against actively harming others, even free-riders. There is no evidence of targeted or selective punishment; the best description is “non-punisher.” Whether their restraint is driven by efficiency concerns (avoiding the mutual loss created by punishment) or by moral/affective dislike of sanctioning is unknown. They also do not use punishment strategically to discourage particular defectors or to respond to those who punished them, suggesting little interest in using sanctions as a tool for control or retaliation.",-0.5803014,1.2632515,4,Punishment / Free / Non,"This cluster groups personas with related strategy patterns around punishment, free, non, norm, low.",112
"They never spend any coins on punishment across the game, despite having multiple opportunities and experiencing repeated deductions themselves. This indicates a strong reluctance or refusal to engage in costly punishment. Their non-use of sanctions is not obviously contingent on contribution patterns: they refrain from punishing both when others defect and when others target them. This suggests they either (a) consider punishment not worth the cost, (b) dislike the idea of harming others even strategically, or (c) simply choose to ignore the punishment mechanism as an unnecessary complication. There is no evidence of retaliatory motive: being punished does not trigger any shift toward using sanctions. Deterrence is clearly not a priority; they accept that others punish but choose not to participate. Selectivity of punishment is thus “none”; the key trait is persistent non-punishment.",-0.6478325,0.19233352,6,Punishment / Non / Use,"This cluster groups personas with related strategy patterns around punishment, non, use, low, norm.",119
"They make active and costly use of punishment in multiple rounds. They are clearly willing to incur nontrivial costs to impose deductions, indicating a high readiness to sanction others. Based solely on contribution patterns, the likely targets are low contributors and/or players perceived as norm violators, but the exact mapping from targets to infractions is unknown. Their punishment is not extreme compared with the most aggressive punishers present, but it is substantial enough to matter for payoffs. They do not publicly explain or justify their punishment, nor do they threaten punishment in advance, so their motive must be inferred from behavior. Given that they themselves defect in some rounds, their use of punishment is unlikely to be driven by a strict fairness principle alone; it is more consistent with a mix of norm enforcement and strategic hostility or frustration toward selected others. There is no clear evidence of personal retaliation (because punishers are anonymous), so whether they “revenge-punish” those who hit them is unknown. Overall, they are a willing punisher, with moderate to high intensity and low transparency about their reasons.",1.0982337,-1.1763622,11,Punishment / Punish / Low,"This cluster groups personas with related strategy patterns around punishment, punish, low, norm, use.",104
"This player is a heavy and willing punisher. Across the session they spend substantial amounts on deductions, even when punishment is personally costly and when they themselves are vulnerable as a low contributor. The level of expenditure suggests they are not primarily using punishment in a minimal, efficiency‑preserving way but instead are willing to incur large personal costs to alter others’ outcomes. Because identities of punishers are hidden, we cannot see exact targeting, but given their own alternating contributions, it is plausible they sometimes punish perceived norm violators (e.g., low contributors) and sometimes use punishment in a more aggressive or expressive way (e.g., in response to having been punished or to balance perceived injustices). However, specific motives and targets are unknown; only the intensity is clear. They do not discuss punishment in chat, do not threaten or coordinate sanctions verbally, and do not publicly justify their expenditures. This suggests their punishment is more action‑based than rhetoric‑based. It is unclear whether they think of punishment as a deterrent, a retaliatory tool, or simply as a means to reduce others’ relative payoff; evidence for any specific motive is low‑confidence. What is clear is that they accept substantial efficiency losses to impose costs on others.",1.1535286,-1.0990455,11,Punishment / Punish / Low,"This cluster groups personas with related strategy patterns around punishment, punish, low, norm, use.",104
"They are willing to use punishment, and not only as a final flourish: in one of the middle stages they spend a moderate amount on deductions, and in the last stage they again spend a substantial amount. They never use punishment in the earliest phase, even when they are an obvious free‑rider and themselves receive deductions. When they do punish, it occurs in environments where some players continue to cooperate fully and some do not, suggesting that their target set likely focuses on perceived norm‑breakers (low contributors) rather than on random retaliation. However, because punishers are anonymous and the transcript does not reveal their exact target choices, the exact trigger pattern is unknown. What is clear is that they are willing to sacrifice a nontrivial portion of their own payoff to reduce others’ earnings, indicating a readiness to enforce norms or retaliate despite the cost. Their refusal to punish in early stages, when they are themselves a norm violator, and later readiness to punish, when they at least once cooperate, is consistent with conditional moralizing: they tolerate or ignore deviations when they are exploiting, but later are prepared to impose sanctions when they (at least momentarily) align with the cooperative standard. Whether their motive is deterrence, fairness enforcement, or emotional retaliation is unknown.",1.128484,-1.1873832,11,Punishment / Punish / Low,"This cluster groups personas with related strategy patterns around punishment, punish, low, norm, use.",104
"They never spend on punishment, and they explicitly state that they are not going to use deductions. This is a principled non‑punisher type in this setting. The stance is consistent even when others undercontribute and when they themselves are punished. There is no sign of retaliatory impulses, second‑order punishment, or attempts to discipline free riders via the costly sanction mechanism. Their revealed preference is to avoid efficiency‑reducing punishment costs altogether, likely viewing sanctions as wasteful or counter to maximizing total group returns. Whether this is rooted in moral aversion, strategic assessment of low effectiveness, or simple disinterest is unknown, but the behavioral implication is clear: they do not use punishment as a tool for either deterrence or revenge.",-1.06586,-0.4077403,0,Punishment / Use / Non,"This cluster groups personas with related strategy patterns around punishment, use, non, use punishment, low.",142
"They never purchase punishment, despite several clear opportunities: repeated under‑contributors, visible heavy punishers, and the fact that they themselves are deducted in some rounds. This indicates a strong reluctance to engage in costly sanctioning, regardless of target or context. They do, however, verbally highlight inconsistencies in others’ contributions, which suggests they care about norm violations but prefer non‑monetary signaling over formal punishment. There is no evidence of retaliatory motives: even when they personally lose coins through deductions, they neither escalate via punishment nor change their cooperative behavior. The overall pattern fits a “non‑enforcing cooperator”: willing to sustain the public good and invoke social pressure lightly, but unwilling to incur personal cost to deter or retaliate against free‑riding.",-0.98337144,-1.3218478,3,Punishment / Use / Non,"This cluster groups personas with related strategy patterns around punishment, use, non, use punishment, norm.",123
"When given access to a costly punishment tool, the player chooses not to use it, despite seeing another player contribute more than they did. This implies they do not engage in anti-social punishment of higher contributors and do not punish merely to equalize outcomes or assert dominance. Their threshold for using costly sanctions appears high; they seem unwilling to incur a personal cost in the absence of clear norm violations or harm. Because they observe cooperative behavior from the partner, refraining from punishment is consistent with a norm-enforcement style focused on defectors rather than cooperators. There is no evidence of using punishment for deterrence, retaliation, or competitive reasons in this instance. Overall, they present as a selective and restraint-oriented punisher: willing or unwilling to punish in other contexts is unknown, but they clearly do not punish cooperative partners.",-0.17343056,-1.2405791,7,Punishment / Low / Punish,"This cluster groups personas with related strategy patterns around punishment, low, punish, norm, use.",91
"The player has access to a relatively efficient punishment technology but chooses not to use it, even when the partner contributes substantially less than they do. This indicates a reluctance to impose costly sanctions solely to close a contribution gap. Their threshold for punitive action appears higher than “any deviation from equal contributions”; they tolerate being the more generous party without retaliating. They do not exhibit antisocial or spiteful punishment in this instance. Whether they would punish in cases of clear free-riding, repeated defection, or norm-violating behavior is unknown. Based on this instance, their default stance is non-punitive and they do not seek to enforce strict equality through sanctions. Motives such as deterrence, moralistic punishment, or emotional retaliation cannot be inferred beyond this: they are simply not activated here.",-0.44781676,-1.1469884,5,Punishment / Non / Use,"This cluster groups personas with related strategy patterns around punishment, non, use, low, norm.",121
"This player is willing to punish, and when they do so they spend a nontrivial amount of their own payoff to impose large costs on others. However, their willingness is episodic and front-loaded: they punish only in a few early and early-mid stages of the game, then essentially stop using the punishment mechanism despite having many further opportunities. Thus they are not a persistent enforcer. The targets and timing indicate that punishment is not purely antisocial or random. When they punish heavily very early, the structure of the group at that time includes clear differences between higher and lower contributors, and several others are actively using punishment. The player’s engagement in punishment at that point aligns with an attempt to influence group behavior under uncertainty: they test punishment as a strategic tool when it is widely used by others, possibly trying to defend what they perceive as an emerging norm or to retaliate for being punished themselves. Their personal payoff is significantly reduced during these episodes, consistent with willingness to incur real cost for social influence or emotional responses. The pattern later shifts: once they have experienced that using punishment is expensive and does not clearly secure better treatment or more favorable group behavior for them, they abstain from punishing in the remainder of the game, even when free riding by others is common. This suggests that their motivation is not a stable desire to uphold fairness or punish defectors, but a pragmatic assessment that punishment is not yielding sufficient return—either in better payoffs or in improved treatment. Once they update this belief, they treat punishment as not worth using. Selectivity is moderate: they do not punish in every situation in which someone free rides, and they do not keep consistent track of which specific others are high or low contributors over time. Their punishing episodes are short bursts rather than carefully targeted long-run campaigns. This is more consistent with exploratory or emotionally reactive punishment (for example, reacting to feeling mistreated) than with a calculated plan to deter specific types of behavior in the long run. In terms of motives, deterrence and retaliation both remain plausible; the transcript alone does not allow separation with high confidence. The fact that punishment stops once it is clear that it harms their own payoffs more than it shapes others’ behavior indicates that their final stance is “punishment is not worth it,” not “I have a standing preference to see free riders suffer.” Overall they begin as a willing but unsophisticated punisher, then adapt into a non-punisher after learning that the mechanism is costly and unreliable from their perspective.",0.5310699,-1.422127,11,Punishment / Punish / Low,"This cluster groups personas with related strategy patterns around punishment, punish, low, norm, use.",104
"The player never uses the punishment option in any round, despite having repeated opportunities and clear exposure to punishment dynamics in the group. This stable absence of punitive action is a defining feature of their type. They refrain from punishing both low contributors and high contributors, even when their own payoff is directly reduced by incoming punishments from others. This indicates that they do not respond to either free-riding or antisocial punishment with retaliation. There is no evidence that they attempt to discipline defectors, defend cooperators, or retaliate against attackers. Thus they do not act as a second-order enforcer or as a revenge-seeker. From a cost–benefit perspective, their non-punishment is consistent with a strictly payoff-focused strategy: punishment is costly and does not guarantee any future cooperative gain, particularly when the future horizon is unknown. They behave as though they discount any long-run benefits from norm enforcement and therefore treat punishment purely as a cost to be avoided. There is no sign of selective or targeted punishment: they do not react differently when some individuals are consistently cooperative, consistently defecting, or heavily involved in punishment. This suggests they either do not track identities deeply, or they judge that the marginal benefit of acting on these distinctions is not worth the cost. Overall, they are a non-punisher, neither prosocial nor antisocial in the use of sanctions, and appear content to let others bear enforcement costs.",-0.47476047,0.44063804,6,Punishment / Non / Use,"This cluster groups personas with related strategy patterns around punishment, non, use, low, norm.",119
"This player is almost completely abstinent from using costly punishment. Across the interaction, they pay the punishment cost only once, early on, and do not repeat this behavior, even though there are many opportunities to sanction low contributors and many instances where they themselves are punished. This pattern suggests that they either experiment with punishment and quickly decide it is not worthwhile, or they enter with a strong preference against harming others, even when those others free-ride or attack them. They do not appear to use punishment as a tool for norm-enforcement, nor do they respond punitively to personal losses or to being targeted. There is no evidence of revenge, escalation, or selective targeting; after the lone early use, they simply never punish again, despite continuing exposure to unfairness and antisocial punishment. Their behavior fits a “non-punishing cooperator” or “forgiving cooperator” profile: willing to absorb exploitation and hostile actions without retaliating, and unwilling to sacrifice own payoff to reduce others’ payoffs.",-1.1856043,0.08052153,0,Punishment / Use / Non,"This cluster groups personas with related strategy patterns around punishment, use, non, use punishment, low.",142
