custom_id,estimated_input_chars,estimated_input_tokens_char4
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_FAuuG8S2iw8wkGRnA__p006__g034,12402,3100
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_SFohXkBYvScM7Y7rC__p006__g035,11530,2882
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_5R7YRmti4R5GiJKpi__p006__g036,12763,3191
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_6BxRfLcBtXYodAS8h__p006__g037,8711,2178
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_7Y6PBvgZNqtriKzaZ__p006__g038,9196,2299
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_HmA52oSS75D5Z2W8a__p006__g039,12938,3234
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_6pQRuemJv5faRcZft__p006__g040,12884,3221
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_5mhtM66ewYHNxSp4q__p007__g001,9481,2370
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_2TquMDieEiixty8AN__p007__g002,12409,3102
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_65crAkEscRbHNJXbW__p007__g003,9189,2297
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_3EG5RaDj4z7hkT2JD__p007__g004,9822,2456
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_PmcxhmDRj2tN3cECC__p007__g005,20593,5148
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_925LF9k9CXpz8KjQm__p007__g006,26062,6516
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_ASQtYBWx6cGN27KxL__p007__g007,11049,2762
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_DYFJDsdGg8bppBJ7P__p007__g008,11878,2970
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_CbDvrXGkphmfGtH3G__p007__g009,18084,4521
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_FvbM5EM5aB5pcjLpA__p007__g010,15006,3752
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_C5Cd8Yq5dDbdycXKB__p007__g011,12639,3160
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_AyQkFs97hRTki5zWR__p007__g012,13746,3436
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_7oRFMBwqmesGX7t3H__p007__g013,20906,5226
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_fMhhGrfpZH9ign2AK__p007__g014,14556,3639
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_i7C4Y4NiesraiSwwb__p007__g015,12840,3210
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_7tfDsTHHnxsgrhE3d__p007__g016,15233,3808
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_r7Bk7fEwX3HSRrXMZ__p007__g017,10457,2614
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_7FQezekfKk3zctLN8__p007__g018,16612,4153
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_2khRAszouj8vP8ZfP__p007__g019,11984,2996
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_CoHyYysb84APn5gDE__p007__g020,11988,2997
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_2KKC9nMd8nRXfgH5G__p007__g021,13122,3280
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_PrfKWppTZdvPhe4oN__p007__g022,14455,3614
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_6Pxb9DsQpyk22cJNr__p007__g023,10090,2522
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_Fm7uYc98E2b6kcoDE__p007__g024,10931,2733
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_9oyspxPncwXdAkruR__p007__g025,10360,2590
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_2TDnnb4wn9rwy3CYZ__p007__g026,11300,2825
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_7ywewvEuctuz4Rq8j__p007__g027,13723,3431
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_AJ4ikZuWJeJcEXhgZ__p007__g028,13201,3300
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_3v9ji6wNY7sXHe8cM__p007__g029,12457,3114
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_8GneB6qmtDLSnbcJT__p007__g030,11344,2836
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_6sSM4xSyZQkaxyHav__p007__g031,10547,2637
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_3EQGxadfbmAKaACgZ__p007__g032,10379,2595
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_Aj2G7CTuhLZ7Z2SPK__p007__g033,10875,2719
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_FAuuG8S2iw8wkGRnA__p007__g034,13212,3303
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_SFohXkBYvScM7Y7rC__p007__g035,12340,3085
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_5R7YRmti4R5GiJKpi__p007__g036,13573,3393
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_6BxRfLcBtXYodAS8h__p007__g037,9521,2380
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_7Y6PBvgZNqtriKzaZ__p007__g038,10006,2502
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_HmA52oSS75D5Z2W8a__p007__g039,13748,3437
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_6pQRuemJv5faRcZft__p007__g040,13694,3424
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_5mhtM66ewYHNxSp4q__p008__g001,8417,2104
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_2TquMDieEiixty8AN__p008__g002,11345,2836
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_65crAkEscRbHNJXbW__p008__g003,8125,2031
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_3EG5RaDj4z7hkT2JD__p008__g004,8758,2190
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_PmcxhmDRj2tN3cECC__p008__g005,19529,4882
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_925LF9k9CXpz8KjQm__p008__g006,24998,6250
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_ASQtYBWx6cGN27KxL__p008__g007,9985,2496
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_DYFJDsdGg8bppBJ7P__p008__g008,10814,2704
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_CbDvrXGkphmfGtH3G__p008__g009,17020,4255
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_FvbM5EM5aB5pcjLpA__p008__g010,13942,3486
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_C5Cd8Yq5dDbdycXKB__p008__g011,11575,2894
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_AyQkFs97hRTki5zWR__p008__g012,12682,3170
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_7oRFMBwqmesGX7t3H__p008__g013,19842,4960
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_fMhhGrfpZH9ign2AK__p008__g014,13492,3373
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_i7C4Y4NiesraiSwwb__p008__g015,11776,2944
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_7tfDsTHHnxsgrhE3d__p008__g016,14169,3542
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_r7Bk7fEwX3HSRrXMZ__p008__g017,9393,2348
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_7FQezekfKk3zctLN8__p008__g018,15548,3887
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_2khRAszouj8vP8ZfP__p008__g019,10920,2730
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_CoHyYysb84APn5gDE__p008__g020,10924,2731
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_2KKC9nMd8nRXfgH5G__p008__g021,12058,3014
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_PrfKWppTZdvPhe4oN__p008__g022,13391,3348
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_6Pxb9DsQpyk22cJNr__p008__g023,9026,2256
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_Fm7uYc98E2b6kcoDE__p008__g024,9867,2467
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_9oyspxPncwXdAkruR__p008__g025,9296,2324
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_2TDnnb4wn9rwy3CYZ__p008__g026,10236,2559
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_7ywewvEuctuz4Rq8j__p008__g027,12659,3165
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_AJ4ikZuWJeJcEXhgZ__p008__g028,12137,3034
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_3v9ji6wNY7sXHe8cM__p008__g029,11393,2848
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_8GneB6qmtDLSnbcJT__p008__g030,10280,2570
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_6sSM4xSyZQkaxyHav__p008__g031,9483,2371
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_3EQGxadfbmAKaACgZ__p008__g032,9315,2329
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_Aj2G7CTuhLZ7Z2SPK__p008__g033,9811,2453
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_FAuuG8S2iw8wkGRnA__p008__g034,12148,3037
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_SFohXkBYvScM7Y7rC__p008__g035,11276,2819
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_5R7YRmti4R5GiJKpi__p008__g036,12509,3127
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_6BxRfLcBtXYodAS8h__p008__g037,8457,2114
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_7Y6PBvgZNqtriKzaZ__p008__g038,8942,2236
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_HmA52oSS75D5Z2W8a__p008__g039,12684,3171
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_6pQRuemJv5faRcZft__p008__g040,12630,3158
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_5mhtM66ewYHNxSp4q__p009__g001,8006,2002
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_2TquMDieEiixty8AN__p009__g002,10934,2734
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_65crAkEscRbHNJXbW__p009__g003,7714,1928
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_3EG5RaDj4z7hkT2JD__p009__g004,8347,2087
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_PmcxhmDRj2tN3cECC__p009__g005,19118,4780
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_925LF9k9CXpz8KjQm__p009__g006,24587,6147
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_ASQtYBWx6cGN27KxL__p009__g007,9574,2394
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_DYFJDsdGg8bppBJ7P__p009__g008,10403,2601
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_CbDvrXGkphmfGtH3G__p009__g009,16609,4152
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_FvbM5EM5aB5pcjLpA__p009__g010,13531,3383
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_C5Cd8Yq5dDbdycXKB__p009__g011,11164,2791
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_AyQkFs97hRTki5zWR__p009__g012,12271,3068
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_7oRFMBwqmesGX7t3H__p009__g013,19431,4858
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_fMhhGrfpZH9ign2AK__p009__g014,13081,3270
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_i7C4Y4NiesraiSwwb__p009__g015,11365,2841
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_7tfDsTHHnxsgrhE3d__p009__g016,13758,3440
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_r7Bk7fEwX3HSRrXMZ__p009__g017,8982,2246
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_7FQezekfKk3zctLN8__p009__g018,15137,3784
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_2khRAszouj8vP8ZfP__p009__g019,10509,2627
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_CoHyYysb84APn5gDE__p009__g020,10513,2628
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_2KKC9nMd8nRXfgH5G__p009__g021,11647,2912
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_PrfKWppTZdvPhe4oN__p009__g022,12980,3245
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_6Pxb9DsQpyk22cJNr__p009__g023,8615,2154
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_Fm7uYc98E2b6kcoDE__p009__g024,9456,2364
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_9oyspxPncwXdAkruR__p009__g025,8885,2221
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_2TDnnb4wn9rwy3CYZ__p009__g026,9825,2456
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_7ywewvEuctuz4Rq8j__p009__g027,12248,3062
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_AJ4ikZuWJeJcEXhgZ__p009__g028,11726,2932
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_3v9ji6wNY7sXHe8cM__p009__g029,10982,2746
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_8GneB6qmtDLSnbcJT__p009__g030,9869,2467
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_6sSM4xSyZQkaxyHav__p009__g031,9072,2268
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_3EQGxadfbmAKaACgZ__p009__g032,8904,2226
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_Aj2G7CTuhLZ7Z2SPK__p009__g033,9400,2350
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_FAuuG8S2iw8wkGRnA__p009__g034,11737,2934
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_SFohXkBYvScM7Y7rC__p009__g035,10865,2716
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_5R7YRmti4R5GiJKpi__p009__g036,12098,3024
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_6BxRfLcBtXYodAS8h__p009__g037,8046,2012
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_7Y6PBvgZNqtriKzaZ__p009__g038,8531,2133
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_HmA52oSS75D5Z2W8a__p009__g039,12273,3068
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_6pQRuemJv5faRcZft__p009__g040,12219,3055
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_5mhtM66ewYHNxSp4q__p010__g001,9085,2271
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_2TquMDieEiixty8AN__p010__g002,12013,3003
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_65crAkEscRbHNJXbW__p010__g003,8793,2198
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_3EG5RaDj4z7hkT2JD__p010__g004,9426,2356
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_PmcxhmDRj2tN3cECC__p010__g005,20197,5049
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_925LF9k9CXpz8KjQm__p010__g006,25666,6416
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_ASQtYBWx6cGN27KxL__p010__g007,10653,2663
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_DYFJDsdGg8bppBJ7P__p010__g008,11482,2870
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_CbDvrXGkphmfGtH3G__p010__g009,17688,4422
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_FvbM5EM5aB5pcjLpA__p010__g010,14610,3652
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_C5Cd8Yq5dDbdycXKB__p010__g011,12243,3061
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_AyQkFs97hRTki5zWR__p010__g012,13350,3338
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_7oRFMBwqmesGX7t3H__p010__g013,20510,5128
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_fMhhGrfpZH9ign2AK__p010__g014,14160,3540
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_i7C4Y4NiesraiSwwb__p010__g015,12444,3111
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_7tfDsTHHnxsgrhE3d__p010__g016,14837,3709
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_r7Bk7fEwX3HSRrXMZ__p010__g017,10061,2515
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_7FQezekfKk3zctLN8__p010__g018,16216,4054
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_2khRAszouj8vP8ZfP__p010__g019,11588,2897
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_CoHyYysb84APn5gDE__p010__g020,11592,2898
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_2KKC9nMd8nRXfgH5G__p010__g021,12726,3182
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_PrfKWppTZdvPhe4oN__p010__g022,14059,3515
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_6Pxb9DsQpyk22cJNr__p010__g023,9694,2424
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_Fm7uYc98E2b6kcoDE__p010__g024,10535,2634
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_9oyspxPncwXdAkruR__p010__g025,9964,2491
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_2TDnnb4wn9rwy3CYZ__p010__g026,10904,2726
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_7ywewvEuctuz4Rq8j__p010__g027,13327,3332
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_AJ4ikZuWJeJcEXhgZ__p010__g028,12805,3201
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_3v9ji6wNY7sXHe8cM__p010__g029,12061,3015
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_8GneB6qmtDLSnbcJT__p010__g030,10948,2737
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_6sSM4xSyZQkaxyHav__p010__g031,10151,2538
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_3EQGxadfbmAKaACgZ__p010__g032,9983,2496
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_Aj2G7CTuhLZ7Z2SPK__p010__g033,10479,2620
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_FAuuG8S2iw8wkGRnA__p010__g034,12816,3204
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_SFohXkBYvScM7Y7rC__p010__g035,11944,2986
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_5R7YRmti4R5GiJKpi__p010__g036,13177,3294
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_6BxRfLcBtXYodAS8h__p010__g037,9125,2281
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_7Y6PBvgZNqtriKzaZ__p010__g038,9610,2402
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_HmA52oSS75D5Z2W8a__p010__g039,13352,3338
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_6pQRuemJv5faRcZft__p010__g040,13298,3324
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_5mhtM66ewYHNxSp4q__p011__g001,9071,2268
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_2TquMDieEiixty8AN__p011__g002,11999,3000
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_65crAkEscRbHNJXbW__p011__g003,8779,2195
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_3EG5RaDj4z7hkT2JD__p011__g004,9412,2353
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_PmcxhmDRj2tN3cECC__p011__g005,20183,5046
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_925LF9k9CXpz8KjQm__p011__g006,25652,6413
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_ASQtYBWx6cGN27KxL__p011__g007,10639,2660
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_DYFJDsdGg8bppBJ7P__p011__g008,11468,2867
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_CbDvrXGkphmfGtH3G__p011__g009,17674,4418
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_FvbM5EM5aB5pcjLpA__p011__g010,14596,3649
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_C5Cd8Yq5dDbdycXKB__p011__g011,12229,3057
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_AyQkFs97hRTki5zWR__p011__g012,13336,3334
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_7oRFMBwqmesGX7t3H__p011__g013,20496,5124
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_fMhhGrfpZH9ign2AK__p011__g014,14146,3536
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_i7C4Y4NiesraiSwwb__p011__g015,12430,3108
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_7tfDsTHHnxsgrhE3d__p011__g016,14823,3706
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_r7Bk7fEwX3HSRrXMZ__p011__g017,10047,2512
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_7FQezekfKk3zctLN8__p011__g018,16202,4050
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_2khRAszouj8vP8ZfP__p011__g019,11574,2894
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_CoHyYysb84APn5gDE__p011__g020,11578,2894
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_2KKC9nMd8nRXfgH5G__p011__g021,12712,3178
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_PrfKWppTZdvPhe4oN__p011__g022,14045,3511
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_6Pxb9DsQpyk22cJNr__p011__g023,9680,2420
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_Fm7uYc98E2b6kcoDE__p011__g024,10521,2630
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_9oyspxPncwXdAkruR__p011__g025,9950,2488
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_2TDnnb4wn9rwy3CYZ__p011__g026,10890,2722
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_7ywewvEuctuz4Rq8j__p011__g027,13313,3328
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_AJ4ikZuWJeJcEXhgZ__p011__g028,12791,3198
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_3v9ji6wNY7sXHe8cM__p011__g029,12047,3012
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_8GneB6qmtDLSnbcJT__p011__g030,10934,2734
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_6sSM4xSyZQkaxyHav__p011__g031,10137,2534
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_3EQGxadfbmAKaACgZ__p011__g032,9969,2492
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_Aj2G7CTuhLZ7Z2SPK__p011__g033,10465,2616
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_FAuuG8S2iw8wkGRnA__p011__g034,12802,3200
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_SFohXkBYvScM7Y7rC__p011__g035,11930,2982
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_5R7YRmti4R5GiJKpi__p011__g036,13163,3291
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_6BxRfLcBtXYodAS8h__p011__g037,9111,2278
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_7Y6PBvgZNqtriKzaZ__p011__g038,9596,2399
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_HmA52oSS75D5Z2W8a__p011__g039,13338,3334
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_6pQRuemJv5faRcZft__p011__g040,13284,3321
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_5mhtM66ewYHNxSp4q__p012__g001,8081,2020
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_2TquMDieEiixty8AN__p012__g002,11009,2752
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_65crAkEscRbHNJXbW__p012__g003,7789,1947
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_3EG5RaDj4z7hkT2JD__p012__g004,8422,2106
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_PmcxhmDRj2tN3cECC__p012__g005,19193,4798
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_925LF9k9CXpz8KjQm__p012__g006,24662,6166
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_ASQtYBWx6cGN27KxL__p012__g007,9649,2412
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_DYFJDsdGg8bppBJ7P__p012__g008,10478,2620
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_CbDvrXGkphmfGtH3G__p012__g009,16684,4171
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_FvbM5EM5aB5pcjLpA__p012__g010,13606,3402
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_C5Cd8Yq5dDbdycXKB__p012__g011,11239,2810
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_AyQkFs97hRTki5zWR__p012__g012,12346,3086
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_7oRFMBwqmesGX7t3H__p012__g013,19506,4876
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_fMhhGrfpZH9ign2AK__p012__g014,13156,3289
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_i7C4Y4NiesraiSwwb__p012__g015,11440,2860
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_7tfDsTHHnxsgrhE3d__p012__g016,13833,3458
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_r7Bk7fEwX3HSRrXMZ__p012__g017,9057,2264
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_7FQezekfKk3zctLN8__p012__g018,15212,3803
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_2khRAszouj8vP8ZfP__p012__g019,10584,2646
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_CoHyYysb84APn5gDE__p012__g020,10588,2647
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_2KKC9nMd8nRXfgH5G__p012__g021,11722,2930
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_PrfKWppTZdvPhe4oN__p012__g022,13055,3264
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_6Pxb9DsQpyk22cJNr__p012__g023,8690,2172
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_Fm7uYc98E2b6kcoDE__p012__g024,9531,2383
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_9oyspxPncwXdAkruR__p012__g025,8960,2240
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_2TDnnb4wn9rwy3CYZ__p012__g026,9900,2475
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_7ywewvEuctuz4Rq8j__p012__g027,12323,3081
